pk	pn	lat	lon	link	tilecount_running_total	sketchfab_status	sketchfab_id	center_3857	other_sites_3857
C1037	Kouverta	37.35371	23.247035	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1037	5005	OK	https://api.sketchfab.com/v3/models/9abc7eef6f014d50a20dc4ec5236a900	[2587848.0986534082,4488524.749374623,23.408000946044922]	
C1038	Kipraiou (Petrothalassa)	37.347602	23.20237	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1038	5126	OK	https://api.sketchfab.com/v3/models/24905bb1a91241bfb132ccfaf93f7600	[2582876.0135971266,4487669.4122823,89.93470001220703]	
C1039	Sambariza Magoula	37.417234	23.372217	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1039	5247	OK	https://api.sketchfab.com/v3/models/e01d6224128f4b03803f7aba1f2e9a12	[2601783.295149892,4497424.49711165,64.04720306396484]	
C104	Kambos: Tholos	36.937712	22.198419	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C104	5368	OK	https://api.sketchfab.com/v3/models/7ea168ce6e294c4c9cdd83b2654c3e6d	[2471116.699495729,4430428.195932355,579.128662109375]	C105:[2470724.298290683,4430017.3482627,833.2500610351562]
C1040	Ayioi Apostoloi #1	37.400269	23.217976	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1040	5489	OK	https://api.sketchfab.com/v3/models/4efe8935934b4dc98fb410a86ce22308	[2584613.2655704464,4495046.953044317,107.50180053710938]	
C1041	Ayioi Anaryiroi Graves	37.375857	23.224527	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1041	5621	OK	https://api.sketchfab.com/v3/models/5e2eda4554124a3f835fcdbe0a38a8ce	[2585342.519554633,4491626.700393444,23.857471466064453]	C1043:[2585583.1922937282,4492290.152435048,0]
C1042	Asprokhoma	37.407792	23.263668	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1042	5742	OK	https://api.sketchfab.com/v3/models/6ab69bfdaf184d1da1b2ccabb5b44ac6	[2589699.6757437726,4496101.190409128,42.996971130371094]	
C1043	Ermioni Magoula (submerged)	37.380593	23.226689	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1043	5863	OK	https://api.sketchfab.com/v3/models/2b0667a224624c80aef4cd351b2924cd	[2585583.1922937282,4492290.152435048,0]	C1041:[2585342.519554633,4491626.700393444,23.857471466064453]
C1044	Fournoi School	37.431963	23.180913	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1044	5995	OK	https://api.sketchfab.com/v3/models/b514314728c04acc9d8fc64a0061a66e	[2580487.431283176,4499489.115853,217.86639404296875]	C1045:[2580199.2251215116,4498969.453619081,304.0489807128906]|C1053:[2579877.8457515915,4499735.288008905,176.6380615234375]|C1056:[2580720.200338424,4499258.509932214,333.0217590332031]|C1057:[2580201.0062333643,4499552.060233978,201.98240661621094]|C1059:[2579896.658745535,4499890.620564234,167.24560546875]|C1063:[2580220.9324222165,4499275.7526312405,212.78550720214844]|C1064:[2580253.2150745466,4499249.81850117,212.2469940185547]
C1045	Fournoi: Profitis Ilias	37.428256	23.178324	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1045	6116	OK	https://api.sketchfab.com/v3/models/f5f9059d448148d3b4279d5fb8fd745f	[2580199.2251215116,4498969.453619081,304.0489807128906]	C1044:[2580487.431283176,4499489.115853,217.86639404296875]|C1054:[2579613.79591943,4499399.676602494,172.58035278320312]|C1055:[2579617.024184663,4499517.293580433,179.55442810058594]|C1056:[2580720.200338424,4499258.509932214,333.0217590332031]|C1057:[2580201.0062333643,4499552.060233978,201.98240661621094]|C1063:[2580220.9324222165,4499275.7526312405,212.78550720214844]|C1064:[2580253.2150745466,4499249.81850117,212.2469940185547]
C1046	Fournoi Magoula	37.434065	23.172668	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1046	6237	OK	https://api.sketchfab.com/v3/models/b3e91c57864b4dce9da3b5071397c4c0	[2579569.602081585,4499783.794137571,168.67359924316406]	C1050:[2579194.7893560845,4499751.690345243,138.96719360351562]|C1052:[2579706.41373577,4499809.869779177,164.86172485351562]|C1053:[2579877.8457515915,4499735.288008905,176.6380615234375]|C1054:[2579613.79591943,4499399.676602494,172.58035278320312]|C1055:[2579617.024184663,4499517.293580433,179.55442810058594]|C1057:[2580201.0062333643,4499552.060233978,201.98240661621094]|C1059:[2579896.658745535,4499890.620564234,167.24560546875]|C1063:[2580220.9324222165,4499275.7526312405,212.78550720214844]|C1064:[2580253.2150745466,4499249.81850117,212.2469940185547]
C1047	Lambayana Shore	37.433781	23.133845	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1047	6358	OK	https://api.sketchfab.com/v3/models/89a17ad5b19b4e928d90cfb80c933035	[2575247.8454905176,4499743.979842059,5.3459343910217285]	C1049:[2575634.346762552,4499316.826817038,136.36874389648438]
C1048	Korita	37.434079	23.145395	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1048	6479	OK	https://api.sketchfab.com/v3/models/390a142aff0d446faaf9cc15fcd022fd	[2576533.5856091804,4499785.756818015,62.585567474365234]	
C1049	Bladelet Hill	37.430734	23.137317	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1049	6600	OK	https://api.sketchfab.com/v3/models/59c0c8905f6541ada237d9b071ad18f0	[2575634.346762552,4499316.826817038,136.36874389648438]	C1047:[2575247.8454905176,4499743.979842059,5.3459343910217285]
C105	Kambos: Acropolis	36.934762	22.194894	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C105	6721	OK	https://api.sketchfab.com/v3/models/936f7b0098684d9b89c415b0f4d8b90e	[2470724.298290683,4430017.3482627,833.2500610351562]	C104:[2471116.699495729,4430428.195932355,579.128662109375]
C1050	Magoula W. Field	37.433836	23.169301	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1050	6842	OK	https://api.sketchfab.com/v3/models/094dc198bc824db287366a630aea7264	[2579194.7893560845,4499751.690345243,138.96719360351562]	C1046:[2579569.602081585,4499783.794137571,168.67359924316406]|C1052:[2579706.41373577,4499809.869779177,164.86172485351562]|C1053:[2579877.8457515915,4499735.288008905,176.6380615234375]|C1054:[2579613.79591943,4499399.676602494,172.58035278320312]|C1055:[2579617.024184663,4499517.293580433,179.55442810058594]|C1059:[2579896.658745535,4499890.620564234,167.24560546875]|C1062:[2578556.817354348,4499336.592950092,117.15160369873047]
C1051	Palaiokastro	37.434115	23.154345	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1051	6963	OK	https://api.sketchfab.com/v3/models/a7fd1bcfeb2c4cc4ac6a0c1ed485e621	[2577529.8950517797,4499790.803712279,132.92352294921875]	
C1052	Magoula E	37.434251	23.173897	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1052	7084	OK	https://api.sketchfab.com/v3/models/0212e289daf14ee1bd16485b23d03544	[2579706.41373577,4499809.869779177,164.86172485351562]	C1046:[2579569.602081585,4499783.794137571,168.67359924316406]|C1050:[2579194.7893560845,4499751.690345243,138.96719360351562]|C1053:[2579877.8457515915,4499735.288008905,176.6380615234375]|C1054:[2579613.79591943,4499399.676602494,172.58035278320312]|C1055:[2579617.024184663,4499517.293580433,179.55442810058594]|C1057:[2580201.0062333643,4499552.060233978,201.98240661621094]|C1059:[2579896.658745535,4499890.620564234,167.24560546875]|C1063:[2580220.9324222165,4499275.7526312405,212.78550720214844]|C1064:[2580253.2150745466,4499249.81850117,212.2469940185547]
C1053	Fournoi field	37.433719	23.175437	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1053	7205	OK	https://api.sketchfab.com/v3/models/fb235cc4214642f1b6360476521f3201	[2579877.8457515915,4499735.288008905,176.6380615234375]	C1044:[2580487.431283176,4499489.115853,217.86639404296875]|C1046:[2579569.602081585,4499783.794137571,168.67359924316406]|C1050:[2579194.7893560845,4499751.690345243,138.96719360351562]|C1052:[2579706.41373577,4499809.869779177,164.86172485351562]|C1054:[2579613.79591943,4499399.676602494,172.58035278320312]|C1055:[2579617.024184663,4499517.293580433,179.55442810058594]|C1057:[2580201.0062333643,4499552.060233978,201.98240661621094]|C1059:[2579896.658745535,4499890.620564234,167.24560546875]|C1063:[2580220.9324222165,4499275.7526312405,212.78550720214844]|C1064:[2580253.2150745466,4499249.81850117,212.2469940185547]
C1054	Oura	37.431325	23.173065	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1054	7326	OK	https://api.sketchfab.com/v3/models/53dab41cfb174c3182810b0e1776f439	[2579613.79591943,4499399.676602494,172.58035278320312]	C1045:[2580199.2251215116,4498969.453619081,304.0489807128906]|C1046:[2579569.602081585,4499783.794137571,168.67359924316406]|C1050:[2579194.7893560845,4499751.690345243,138.96719360351562]|C1052:[2579706.41373577,4499809.869779177,164.86172485351562]|C1053:[2579877.8457515915,4499735.288008905,176.6380615234375]|C1055:[2579617.024184663,4499517.293580433,179.55442810058594]|C1057:[2580201.0062333643,4499552.060233978,201.98240661621094]|C1059:[2579896.658745535,4499890.620564234,167.24560546875]|C1063:[2580220.9324222165,4499275.7526312405,212.78550720214844]|C1064:[2580253.2150745466,4499249.81850117,212.2469940185547]|C1086:[2579106.7356388667,4498828.9936294295,279.9407958984375]
C1055	Dhardhitsa	37.432164	23.173094	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1055	7447	OK	https://api.sketchfab.com/v3/models/e5233f34309940bc844730221d6a4c49	[2579617.024184663,4499517.293580433,179.55442810058594]	C1045:[2580199.2251215116,4498969.453619081,304.0489807128906]|C1046:[2579569.602081585,4499783.794137571,168.67359924316406]|C1050:[2579194.7893560845,4499751.690345243,138.96719360351562]|C1052:[2579706.41373577,4499809.869779177,164.86172485351562]|C1053:[2579877.8457515915,4499735.288008905,176.6380615234375]|C1054:[2579613.79591943,4499399.676602494,172.58035278320312]|C1057:[2580201.0062333643,4499552.060233978,201.98240661621094]|C1059:[2579896.658745535,4499890.620564234,167.24560546875]|C1063:[2580220.9324222165,4499275.7526312405,212.78550720214844]|C1064:[2580253.2150745466,4499249.81850117,212.2469940185547]|C1086:[2579106.7356388667,4498828.9936294295,279.9407958984375]
C1056	Palaios Milos	37.430318	23.183004	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1056	7568	OK	https://api.sketchfab.com/v3/models/b91036a886b94efa93165c2fdc580c68	[2580720.200338424,4499258.509932214,333.0217590332031]	C1044:[2580487.431283176,4499489.115853,217.86639404296875]|C1045:[2580199.2251215116,4498969.453619081,304.0489807128906]|C1057:[2580201.0062333643,4499552.060233978,201.98240661621094]|C1063:[2580220.9324222165,4499275.7526312405,212.78550720214844]|C1064:[2580253.2150745466,4499249.81850117,212.2469940185547]|C1077:[2581353.7195605286,4498633.586351569,322.2960205078125]
C1057	North field #1	37.432412	23.17834	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1057	7689	OK	https://api.sketchfab.com/v3/models/96845ea1b36045bfabafc2c1bd4c4277	[2580201.0062333643,4499552.060233978,201.98240661621094]	C1044:[2580487.431283176,4499489.115853,217.86639404296875]|C1045:[2580199.2251215116,4498969.453619081,304.0489807128906]|C1046:[2579569.602081585,4499783.794137571,168.67359924316406]|C1052:[2579706.41373577,4499809.869779177,164.86172485351562]|C1053:[2579877.8457515915,4499735.288008905,176.6380615234375]|C1054:[2579613.79591943,4499399.676602494,172.58035278320312]|C1055:[2579617.024184663,4499517.293580433,179.55442810058594]|C1056:[2580720.200338424,4499258.509932214,333.0217590332031]|C1059:[2579896.658745535,4499890.620564234,167.24560546875]|C1063:[2580220.9324222165,4499275.7526312405,212.78550720214844]|C1064:[2580253.2150745466,4499249.81850117,212.2469940185547]
C1058	Visha	37.434815	23.189768	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1058	7810	OK	https://api.sketchfab.com/v3/models/b102de37a3844f89b93a8b2c51fad711	[2581473.1653741496,4499888.938249874,241.33999633789062]	
C1059	Petres	37.434827	23.175606	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1059	7920	OK	https://api.sketchfab.com/v3/models/0cb841d88a8140069c7bf7726d8ebb99	[2579896.658745535,4499890.620564234,167.24560546875]	C1044:[2580487.431283176,4499489.115853,217.86639404296875]|C1046:[2579569.602081585,4499783.794137571,168.67359924316406]|C1050:[2579194.7893560845,4499751.690345243,138.96719360351562]|C1052:[2579706.41373577,4499809.869779177,164.86172485351562]|C1053:[2579877.8457515915,4499735.288008905,176.6380615234375]|C1054:[2579613.79591943,4499399.676602494,172.58035278320312]|C1055:[2579617.024184663,4499517.293580433,179.55442810058594]|C1057:[2580201.0062333643,4499552.060233978,201.98240661621094]|C1063:[2580220.9324222165,4499275.7526312405,212.78550720214844]|C1064:[2580253.2150745466,4499249.81850117,212.2469940185547]
C106	Sotirianika	36.971321	22.177936	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C106	8041	OK	https://api.sketchfab.com/v3/models/e585197fd13c4a4d8a9fa84d61dd6589	[2468836.54236581,4435110.058039969,759.1351928710938]	
C1060	Fournoi Valley #6	37.427086	23.205754	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1060	8173	OK	https://api.sketchfab.com/v3/models/8bca084188c140f5b630a1a9090b3c9c	[2583252.718753971,4498805.443635545,358.0785217285156]	
C1061	Fournoi Valley #9	37.43577	23.211346	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1061	8305	OK	https://api.sketchfab.com/v3/models/d547eff9f4dc4e349355c5cee653f308	[2583875.217346487,4500022.8232778385,396.864013671875]	
C1062	Fournoi Valley #11	37.430875	23.16357	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1062	8426	OK	https://api.sketchfab.com/v3/models/9519530a0a8248b38ed6d00f06cca13a	[2578556.817354348,4499336.592950092,117.15160369873047]	C1050:[2579194.7893560845,4499751.690345243,138.96719360351562]|C1076:[2578379.7080444954,4499840.431635153,126.33160400390625]|C1086:[2579106.7356388667,4498828.9936294295,279.9407958984375]
C1063	Fournoi Well	37.430441	23.178519	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1063	8536	OK	https://api.sketchfab.com/v3/models/062f674138a946c68e00122fd40866aa	[2580220.9324222165,4499275.7526312405,212.78550720214844]	C1044:[2580487.431283176,4499489.115853,217.86639404296875]|C1045:[2580199.2251215116,4498969.453619081,304.0489807128906]|C1046:[2579569.602081585,4499783.794137571,168.67359924316406]|C1052:[2579706.41373577,4499809.869779177,164.86172485351562]|C1053:[2579877.8457515915,4499735.288008905,176.6380615234375]|C1054:[2579613.79591943,4499399.676602494,172.58035278320312]|C1055:[2579617.024184663,4499517.293580433,179.55442810058594]|C1056:[2580720.200338424,4499258.509932214,333.0217590332031]|C1057:[2580201.0062333643,4499552.060233978,201.98240661621094]|C1059:[2579896.658745535,4499890.620564234,167.24560546875]|C1064:[2580253.2150745466,4499249.81850117,212.2469940185547]
C1064	House of Dhimitrios Theodhorou	37.430256	23.178809	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1064	8657	OK	https://api.sketchfab.com/v3/models/60bde28ca4254a70b2a0f4180844b12a	[2580253.2150745466,4499249.81850117,212.2469940185547]	C1044:[2580487.431283176,4499489.115853,217.86639404296875]|C1045:[2580199.2251215116,4498969.453619081,304.0489807128906]|C1046:[2579569.602081585,4499783.794137571,168.67359924316406]|C1052:[2579706.41373577,4499809.869779177,164.86172485351562]|C1053:[2579877.8457515915,4499735.288008905,176.6380615234375]|C1054:[2579613.79591943,4499399.676602494,172.58035278320312]|C1055:[2579617.024184663,4499517.293580433,179.55442810058594]|C1056:[2580720.200338424,4499258.509932214,333.0217590332031]|C1057:[2580201.0062333643,4499552.060233978,201.98240661621094]|C1059:[2579896.658745535,4499890.620564234,167.24560546875]|C1063:[2580220.9324222165,4499275.7526312405,212.78550720214844]
C1065	Magoula sta Ilia	37.428412	23.268042	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1065	8778	OK	https://api.sketchfab.com/v3/models/8d1efda2d37b4ecba757f940a6420bfa	[2590186.587196503,4498991.321810551,477.308349609375]	
C1066	Palaikastro (Kastro tou Karakasi)  (Ancient Eileoi)	37.465312	23.277014	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1066	8922	OK	https://api.sketchfab.com/v3/models/7677bc110f804e269b447ede3de99ef8	[2591185.3456678996,4504165.271153388,646.193115234375]	
C1067	Kotena Cave	37.46635	23.265842	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1067	9054	OK	https://api.sketchfab.com/v3/models/aa28d6a7439441499a87e062f6b9e088	[2589941.6843167576,4504310.851683887,919.986328125]	
C1068	Iliokastro Plateau #1	37.45188	23.279539	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1068	9175	OK	https://api.sketchfab.com/v3/models/de834d8724a04debb4314db0a106c7c3	[2591466.4273821525,4502281.602084838,430.78240966796875]	
C1069	Iliokastro Plateau #5	37.447431	23.259674	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1069	9296	OK	https://api.sketchfab.com/v3/models/1f5c6f85e3fc4f5ea3e472a2483d518b	[2589255.0656975443,4501657.760367887,382.6592102050781]	
C107	Verga: Kastraki	37.001261	22.163641	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C107	9417	OK	https://api.sketchfab.com/v3/models/9eff8798a87e4c4aabb4fe6e3f66dfad	[2467245.23024492,4439282.555846117,324.8714294433594]	
C1070	Kokkinos Vrakhos	37.398801	23.163315	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1070	9538	OK	https://api.sketchfab.com/v3/models/afa1ea3d8b674baeb77733caf6dc1845	[2578528.4308841955,4494841.246862324,246.1747283935547]	C1011:[2578788.361895198,4495408.490022518,102.80719757080078]
C1071	Waste-flake Ridge	37.388128	23.127804	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1071	9659	OK	https://api.sketchfab.com/v3/models/20e6226cbd644f78a8da70ef7f66db3f	[2574575.364446636,4493345.79436228,201.04319763183594]	C1008:[2574332.2426787433,4493820.62264717,211.02999877929688]
C1072	Khonia Cave	37.418438	23.111775	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1072	9769	OK	https://api.sketchfab.com/v3/models/5c715cd7386246ce9829ad13d902364c	[2572791.0243287105,4497593.2510305345,30.322704315185547]	C1027:[2573035.481930492,4497522.189041323,54.6117057800293]
C1073	Lower Dhidhima Sinkhole	37.469233	23.168883	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1073	9890	OK	https://api.sketchfab.com/v3/models/ea3602f102f442dc80d1b30317f170d1	[2579148.257808932,4504715.2058999045,354.4250793457031]	
C1074	Ayios Nikolaos	37.441674	23.122319	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1074	10011	OK	https://api.sketchfab.com/v3/models/6330d29f03554a5ea3290ab4bc86cc2b	[2573964.7770396345,4500850.565088474,14.625604629516602]	
C1075	Fournoi Valley #10	37.439028	23.200678	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1075	10132	OK	https://api.sketchfab.com/v3/models/36f00ade20d24387bb533689da6868bf	[2582687.6610187045,4500479.587360256,454.881591796875]	
C1076	Palaiokastro Orchard	37.434469	23.161979	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1076	10253	OK	https://api.sketchfab.com/v3/models/73d393594922443cacdb50e27730d2a1	[2578379.7080444954,4499840.431635153,126.33160400390625]	C1062:[2578556.817354348,4499336.592950092,117.15160369873047]
C1077	Fournoi: East Gorge	37.42586	23.188695	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1077	10374	OK	https://api.sketchfab.com/v3/models/e5646f9ddbf0417caa98a616dc139198	[2581353.7195605286,4498633.586351569,322.2960205078125]	C1056:[2580720.200338424,4499258.509932214,333.0217590332031]
C1078	Argive Heraion	37.692134	22.775109	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1078	10495	OK	https://api.sketchfab.com/v3/models/26f393f821bd46b49f261b4baff7b991	[2535313.536641302,4536025.498821783,265.9947509765625]	
C1079	Arachnaion: Ayios Ilias	37.64085	22.969439	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1079	10616	OK	https://api.sketchfab.com/v3/models/5f2fa55d74ad49ca8c5bbb78a6597af9	[2556946.253287159,4528813.465007066,2379.247802734375]	
C108	Pigadhia: Kokkinochomata	37.001405	22.213877	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C108	10737	OK	https://api.sketchfab.com/v3/models/b37e91fb1f034aae9f2f3a24b7186cfa	[2472837.4761844114,4439302.627940973,2317.25927734375]	
C1080	Ayios Leonidhas	37.693031	23.095018	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1080	10858	OK	https://api.sketchfab.com/v3/models/f3a040c42cec41b29808c363737cb3f0	[2570925.643621487,4536151.687679645,280.6837463378906]	
C1081	Bedeni Kiapha	37.557944	23.171281	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1081	10968	OK	https://api.sketchfab.com/v3/models/ebb15ac131534d01b4ce260202e5ea71	[2579415.201947855,4517164.971627902,1080.8135986328125]	
C1082	Mema	37.422008	23.197547	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1082	11078	OK	https://api.sketchfab.com/v3/models/2262e248d25d4b338b5db74d004c28aa	[2582339.1196930306,4498093.641972024,447.5337829589844]	C1085:[2582173.253651749,4497937.0745108845,456.6208801269531]
C1083	Ermioni valley #9	37.411546	23.220071	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1083	11199	OK	https://api.sketchfab.com/v3/models/736ab2cd322547b29db95c977d7f24b2	[2584846.4799036584,4496627.297669518,94.77359771728516]	
C1084	Chalkias: Tholos 2	37.3615	21.86425	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1084	11320	OK	https://api.sketchfab.com/v3/models/925f1425a814494db62d44f4e832246c	[2433917.1765768314,4489615.727241339,1480.0400390625]	
C1085	Portes SW	37.420891	23.196057	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1085	11430	OK	https://api.sketchfab.com/v3/models/cb3340cbf8d64dc2aaa73104881753ad	[2582173.253651749,4497937.0745108845,456.6208801269531]	C1082:[2582339.1196930306,4498093.641972024,447.5337829589844]
C1086	Asprokhoma	37.427254	23.16851	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1086	11562	OK	https://api.sketchfab.com/v3/models/09678ec70c924d56ae40c448403c3b93	[2579106.7356388667,4498828.9936294295,279.9407958984375]	C1054:[2579613.79591943,4499399.676602494,172.58035278320312]|C1055:[2579617.024184663,4499517.293580433,179.55442810058594]|C1062:[2578556.817354348,4499336.592950092,117.15160369873047]
C1087	Gavrielides plot	37.438827	23.253902	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1087	11683	OK	https://api.sketchfab.com/v3/models/c618c0f18dd84edc9d75ca23ca0153b4	[2588612.5295966854,4500451.407048495,433.8874206542969]	
C1088	Ayios Ioannis	37.434859	23.231575	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1088	11804	OK	https://api.sketchfab.com/v3/models/3ba9a95c3e0443e78bf603b3194083ca	[2586127.099325744,4499895.106737186,268.0101623535156]	
C1089	Gyphtokastro	37.509043	23.103992	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1089	11925	OK	https://api.sketchfab.com/v3/models/3024160cb9054009b7f881298f3cfc43	[2571924.624731866,4510300.339799747,794.4485473632812]	
C109	Perivolakia: Sola	37.047865	22.173713	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C109	12057	OK	https://api.sketchfab.com/v3/models/49856b6dfdd6468a8f128cecdc7be0a7	[2468366.4401561897,4445780.652641553,740.5169067382812]	
C1090	Haliki	37.487892	23.465563	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1090	12178	OK	https://api.sketchfab.com/v3/models/fb698306da104643b59ed0bf182d6991	[2612174.524337481,4507332.594991213,38.26523971557617]	
C1091	Kastraki Dimainas	37.710974	23.059341	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1091	12299	OK	https://api.sketchfab.com/v3/models/82ff52ba207944a3b26b02ab06b122c5	[2566954.098148456,4538676.207636124,532.9051513671875]	
C1092	Kastro Choritsa	37.51365	23.244188	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1092	12409	OK	https://api.sketchfab.com/v3/models/22e327057c5449bc8472414305018ea0	[2587531.17206312,4510946.869940918,1050.9072265625]	
C1093	Ayios Stephanos	36.827094	22.632481	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1093	12519	OK	https://api.sketchfab.com/v3/models/46bc1d16180f41168369da83b0988355	[2519436.260308439,4415033.246120818,43.9095458984375]	C1152:[2519432.0301677887,4414732.716894752,20.124000549316406]
C1094	Lekas (South)	36.840543	22.626543	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1094	12640	OK	https://api.sketchfab.com/v3/models/7c64d2844bad48558d3f3523f6f160d2	[2518775.245172109,4416903.782882853,27.859445571899414]	C1156:[2518339.652004634,4417542.947902058,50.567405700683594]
C1095	Lekas: Panayiotis	36.846745	22.624992	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1095	12761	OK	https://api.sketchfab.com/v3/models/6e545aeeebda4ff495669d7fd87922f1	[2518602.588641888,4417766.490848983,58.87200164794922]	C1156:[2518339.652004634,4417542.947902058,50.567405700683594]
C1096	Xeronisi	36.843886	22.642602	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1096	12893	OK	https://api.sketchfab.com/v3/models/b598145d4b324005a91d06b1d2ed5a28	[2520562.924874758,4417368.790753816,6.713600158691406]	C1155:[2520808.0503934845,4417525.281671598,21.648799896240234]
C1097	Tsasi	36.866682	22.683293	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1097	13025	OK	https://api.sketchfab.com/v3/models/828874120299462d8173f9a625049b1c	[2525092.6262746267,4420540.233119456,56.16722869873047]	C1098:[2525118.4523964906,4420567.64442563,62.11520004272461]
C1098	Tsasi: Sherd Scatter	36.866879	22.683525	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1098	13146	OK	https://api.sketchfab.com/v3/models/0050a64432af4030bf0b681a9f956218	[2525118.4523964906,4420567.64442563,62.11520004272461]	C1097:[2525092.6262746267,4420540.233119456,56.16722869873047]
C1099	Vlakhioti: South-East	36.855631	22.714303	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1099	13267	OK	https://api.sketchfab.com/v3/models/f3e72200def84c938e03e90794b31792	[2528544.6436841264,4419002.6694106385,127.6240005493164]	
C110	Kalamata: Tourles	37.047934	22.122287	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C110	13377	OK	https://api.sketchfab.com/v3/models/0a02c2359a984b2aadbb57ae28f21d2f	[2462641.7240226557,4445790.276417812,196.76150512695312]	C111:[2462059.300446825,4445485.388279658,119.16773223876953]
