pk	pn	lat	lon	link	tilecount_running_total	sketchfab_status	sketchfab_id	center_3857	other_sites_3857
C1189	Melos: Ayios Ilias	36.738753	24.419767	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1189	25113	OK	https://api.sketchfab.com/v3/models/8140bd8f48594ed19e9492e008d1bf37	[2718396.027730386,4402754.614555571,225.84228515625]	
C119	Kalyvia: Pano Chorio	37.245677	22.029652	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C119	25234	OK	https://api.sketchfab.com/v3/models/9561bc4edb7849adb9928fc59b8a1d9d	[2452329.6429930204,4473406.541566282,390.5783996582031]	
C1190	Melos: Sotira	36.70075	24.506646	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1190	25355	OK	https://api.sketchfab.com/v3/models/744b1ecde79d4c0b96e107946faedb97	[2728067.353771014,4397476.8758685775,115.55840301513672]	C1192:[2727882.6747357883,4398203.1859757705,252.07664489746094]
C1191	Melos: Emborio	36.709616	24.391208	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1191	25476	OK	https://api.sketchfab.com/v3/models/3cd5153baaf34dfca2d219e1979afc35	[2715216.85439282,4398707.924941764,2.430837869644165]	C1193:[2714700.8885529935,4398686.679601621,97.49520111083984]
C1192	Melos: Trypites	36.705981	24.504987	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1192	25597	OK	https://api.sketchfab.com/v3/models/da14e24a432f42c2a92903f12fb57ce7	[2727882.6747357883,4398203.1859757705,252.07664489746094]	C1190:[2728067.353771014,4397476.8758685775,115.55840301513672]
C1193	Ayios Spiridon	36.709463	24.386573	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1193	25729	OK	https://api.sketchfab.com/v3/models/65a18872e75c476fa6074dc9001f9454	[2714700.8885529935,4398686.679601621,97.49520111083984]	C1191:[2715216.85439282,4398707.924941764,2.430837869644165]
C1194	Thera: Akrotiri	36.35159	25.403377	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1194	25850	OK	https://api.sketchfab.com/v3/models/77cf41727aba47928fc75628daa9eebb	[2827890.9920695573,4349108.084527059,51.21039962768555]	
C1195	Mayeira: Tumulus	37.666758	21.633309	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1195	25960	OK	https://api.sketchfab.com/v3/models/8965b3ab0fb84dc6a49c95cbbceb1a9c	[2408208.9420535425,4532456.266476358,139.72320556640625]	
C1196	Thera: Exomiti	36.333559	25.441983	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1196	26081	OK	https://api.sketchfab.com/v3/models/295e2949d16e439493ec62d37a93bdf7	[2832188.592331122,4346616.177300016,6.045522212982178]	
C1197	Thera: Balos	36.360973	25.402782	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1197	26202	OK	https://api.sketchfab.com/v3/models/31c2336154fe44b0a3e8797fcfbbf4e4	[2827824.7569725355,4350405.055415388,14.869600296020508]	
C1198	Thera: Mesavouno	36.363886	25.477323	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1198	26323	OK	https://api.sketchfab.com/v3/models/23dcc96d9b8f47d792ff09722de259a4	[2836122.6231357567,4350807.738421178,715.1608276367188]	
C1199	Thera: Kamari	36.373632	25.481354	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1199	26444	OK	https://api.sketchfab.com/v3/models/b65953d512894af1876db6310852c65d	[2836571.3520031446,4352155.101220121,22.552000045776367]	
C120	Parapoungion: Ayios Yeoryios	37.307323	21.990192	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C120	26565	OK	https://api.sketchfab.com/v3/models/ddc357fcfd56433790780d110f5b328d	[2447936.9758863184,4482030.662020195,437.5511474609375]	
C1200	Naxos: Lygaridia	37.055278	25.581062	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1200	26686	OK	https://api.sketchfab.com/v3/models/a6a8b136f90346608ea38af7f2b6ccb8	[2847670.79579116,4446814.630977593,17.999717712402344]	C1201:[2847407.747834416,4446920.224358779,69.72517395019531]
C1201	Naxos: Karvounolakki	37.056035	25.578699	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1201	26818	OK	https://api.sketchfab.com/v3/models/e497e270dbf54a5eb2f68055be646d26	[2847407.747834416,4446920.224358779,69.72517395019531]	C1200:[2847670.79579116,4446814.630977593,17.999717712402344]
C1202	Paros: Ayios Konstandinos	37.084577	25.147326	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1202	26939	OK	https://api.sketchfab.com/v3/models/f2db500b2ce94fbcaa3f811eed79e1d0	[2799387.5251324484,4450902.296242864,19.493364334106445]	
C1203	Melos: Kanava	36.708686	24.469773	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1203	27060	OK	https://api.sketchfab.com/v3/models/f5ed7bee6eca4806ac76c222f7dd4651	[2723962.6701869937,4398578.787252608,28.88800048828125]	
C1204	Thera: Akrotiri Koloumbon	36.473748	25.412052	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1204	27181	OK	https://api.sketchfab.com/v3/models/7d06810657f3467794d371535d26888e	[2828856.688652189,4366005.70421365,42.43922424316406]	
C1205	Thera: Phtellos	36.409853	25.430427	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1205	27313	OK	https://api.sketchfab.com/v3/models/dd1cf670fe084480b7e8854b45626cf6	[2830902.1842955155,4357164.05406114,273.45074462890625]	
C1206	Therasia	36.419942	25.336428	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1206	27434	OK	https://api.sketchfab.com/v3/models/29dc08f5da43407dadbec56764901261	[2820438.263480439,4358559.663920553,170.97239685058594]	
C1207	Malthi: Tholos I	37.263799	21.876958	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1207	27555	OK	https://api.sketchfab.com/v3/models/d3c5118dd5bd4434bc84181277c9b15a	[2435331.8246658323,4475941.0310425665,317.32598876953125]	
C1208	Styra/Nea Styra/Lefka	38.173468	24.209089	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1208	27676	OK	https://api.sketchfab.com/v3/models/201af3b1c3ab44009a2725089ca06396	[2694943.4600490406,4603960.089192765,8.69849967956543]	
C1209	Cape Philagra	38.16094	24.391751	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1209	27797	OK	https://api.sketchfab.com/v3/models/eed7a84bcfe54a6ab14ccabd58a331cc	[2715277.300876321,4602186.251065839,548.197509765625]	
C121	Kato Melpia: Krebeni	37.331736	21.932906	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C121	27918	OK	https://api.sketchfab.com/v3/models/f1e56393205340ee928e9ace159a0fbc	[2441559.9275367344,4485447.933426819,519.84326171875]	
C1210	Dystos	38.354933	24.147731	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1210	28038	OK	https://api.sketchfab.com/v3/models/6a5b7629a95441b3b039d0646b93c2a3	[2688113.118732947,4629687.993241295,54.13076400756836]	
C1211	Androniani	38.61003197	24.06501581	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1211	28159	OK	https://api.sketchfab.com/v3/models/de637d660b0b4d5991a603ffb41f7082	[2678905.305901278,4665964.9437846895,321.381103515625]	
C1212	Moni Mantzari	38.570889	24.146667	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1212	28291	OK	https://api.sketchfab.com/v3/models/febba2dc52ff4f27b7536caef201461d	[2687994.6747947424,4660390.174057045,359.5755310058594]	
C1213	Palaiokastro/Viglatouri	38.563304	24.113684	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1213	28412	OK	https://api.sketchfab.com/v3/models/7069ef53747e402394d23445cb0aa877	[2684323.0240299082,4659310.264316938,85.56596374511719]	
C1214	Eurima	38.574611	24.126329	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1214	28533	OK	https://api.sketchfab.com/v3/models/dbf6b6d94b1c4d74b40cf4a912bdb43f	[2685730.658990989,4660920.133229788,24.689746856689453]	
C1215	Oxylithos: Paralia	38.580952	24.132556	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1215	28654	OK	https://api.sketchfab.com/v3/models/66a4ac2118ac4d618c30cdbc446e9876	[2686423.845460159,4661823.063507871,37.29489517211914]	
C1216	Avlonari: Palaiokastri	38.497484	24.099459	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1216	28775	OK	https://api.sketchfab.com/v3/models/b7ecf6bcb3b14f24b0ba5c5fd660cd92	[2682739.5042733736,4649943.962948538,289.5616760253906]	
C1217	Avlonari: Antires	38.499764	24.10699	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1217	28896	OK	https://api.sketchfab.com/v3/models/b32d53da7eee4afe8c10b47a09ce8ccf	[2683577.851358538,4650268.26775995,172.5130615234375]	
C1218	Katakolou: Ayia Paraskevi	38.429905	24.086743	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1218	29017	OK	https://api.sketchfab.com/v3/models/dfdd12abc39444db9cec11400041d4c9	[2681323.9656284465,4640336.252534634,262.4256286621094]	
C1219	Velousia	38.394228	24.094004	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1219	29138	OK	https://api.sketchfab.com/v3/models/c5fee08cbef74fad831046d67e2d5b1c	[2682132.256451097,4635267.67794284,221.87139892578125]	
C122	Agrilovouno: Ayios Nikolaos	37.300382	21.944793	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C122	29259	OK	https://api.sketchfab.com/v3/models/59ef0ca0feab454998848302db0f64c9	[2442883.1823237943,4481059.280589126,281.9831848144531]	
C1220	Lepoura: Magoula	38.400112	24.105812	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1220	29380	OK	https://api.sketchfab.com/v3/models/3c2831034bf14124b9d4df2794524324	[2683446.7169983834,4636103.4361565765,179.193603515625]	
C1221	Aliveri: Magoula	38.390884	24.057207	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1221	29490	OK	https://api.sketchfab.com/v3/models/f503029673cc496f978de1fa9dd8486c	[2678036.033148376,4634792.729417755,55.485618591308594]	
C1222	Aliveri: Livadhi	38.404978	24.045255	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1222	29611	OK	https://api.sketchfab.com/v3/models/3577bac8045243aca1fbd25156e59a10	[2676705.5425944156,4636794.649932825,41.98701095581055]	
C1223	Amarynthus: Palaiochoria	38.386315	23.910347	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1223	29732	OK	https://api.sketchfab.com/v3/models/374c1d47c5fc41d9ab8568a8c1b02225	[2661687.652730476,4634143.829571595,35.94377517700195]	
C1224	Eretria: Magoula	38.405735	23.82637	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1224	29853	OK	https://api.sketchfab.com/v3/models/2c50e6357014496eb22c5eb001bc2fe3	[2652339.3758521294,4636902.185728538,15.156000137329102]	
C1225	Eretria: Acropolis	38.401014	23.796025	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1225	29974	OK	https://api.sketchfab.com/v3/models/c1de8b60baa3484094d6f2b881ad749f	[2648961.385904007,4636231.561460904,155.36856079101562]	C1226:[2648233.9130316735,4635813.100473871,24.104293823242188]
C1226	Eretria: West Gate	38.398068	23.78949	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1226	30095	OK	https://api.sketchfab.com/v3/models/750a6eb88a9a4ce5a8e9b775ee8f2b94	[2648233.9130316735,4635813.100473871,24.104293823242188]	C1225:[2648961.385904007,4636231.561460904,155.36856079101562]|C1227:[2648812.551744817,4635425.478202161,13.945693016052246]
C1227	Eretria: Apollo Daphnephoros	38.395339	23.794688	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1227	30216	OK	https://api.sketchfab.com/v3/models/3e92497350a54388a014b793fa9fa4bd	[2648812.551744817,4635425.478202161,13.945693016052246]	C1226:[2648233.9130316735,4635813.100473871,24.104293823242188]
C1228	Eretria: Pezonisi	38.384287	23.799973	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1228	30337	OK	https://api.sketchfab.com/v3/models/368b8dd6194c4fc0abb98bfecd2521c7	[2649400.875253659,4633855.821501933,22.309171676635742]	
C1229	Lefkandi: Xeropolis	38.40971	23.681658	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1229	30458	OK	https://api.sketchfab.com/v3/models/2a1124f7b5b94defa286f506a5c3efeb	[2636230.1097004535,4637466.873683717,28.235654830932617]	
C123	Dhiavolitsi: Loutses	37.297523	21.959723	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C123	30579	OK	https://api.sketchfab.com/v3/models/57dd575cf7e8473b92969b697a934b8d	[2444545.182321338,4480659.194351863,213.66319274902344]	
C1230	Lefkandi: Toumba	38.413198	23.672811	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1230	30700	OK	https://api.sketchfab.com/v3/models/c51998121fae4e0c8316f181e4439510	[2635245.266165405,4637962.404072514,34.97439956665039]	
C1231	Chalkis: Kaki Kefali	38.475734	23.603996	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1231	30832	OK	https://api.sketchfab.com/v3/models/a48e15e14d73418b9857915877a787d6	[2627584.815406466,4646850.781554268,20.074180603027344]	
C1232	Cape Manika: Hab	38.498344	23.623773	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1232	30953	OK	https://api.sketchfab.com/v3/models/35ba13c5c27c439a89a42b87808c7a60	[2629786.3809758844,4650066.28724189,7.9232001304626465]	
C1233	Cape Mnima	38.581403	23.53201	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1233	31074	OK	https://api.sketchfab.com/v3/models/2bc90d04c94d4b5db3e48809c3e7a6cf	[2619571.3705422212,4661887.286944121,37.731201171875]	
C1234	Politika: Kafkala	38.579558	23.565299	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1234	31206	OK	https://api.sketchfab.com/v3/models/8e7285114b4843d0827799a855b704eb	[2623277.085071238,4661624.557254576,12]	
